['D', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'A', 'A', 'A', 'A', None, 'A', 'A', 'B', 'D', 'D', 'A', 'B', 'C', 'D', 'A', 'A', 'E', 'A', 'B']
['B', 'B', 'B', 'C', 'C', 'E', 'A', 'C', 'D', 'D', 'A', 'D', 'D', 'D', 'C', 'D', 'D', 'C', 'C', 'B']
['B', 'B', None, 'D', 'C', 'D', 'B', 'B', 'C', 'B', 'B', 'D', 'A', 'B', 'B', 'C', 'B', 'C', 'B', 'B']
['D', 'D', 'B', 'C', 'D', 'D', 'D', 'D', 'C', 'B', 'C', 'A', 'D', None, 'D', 'D', 'D', 'D', 'D', 'D']
['A', 'E', 'B', 'D', 'D', 'B', 'B', 'E', None, 'A', 'B', 'A', 'E', 'A', None, 'E', 'E', 'E', 'B', 'E']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'C', 'D', 'E', 'C', 'C', 'C', 'A', None, 'D', 'C', 'E', 'B', 'D', None, 'A', 'A', 'A', 'A', None]
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A']
['B', 'B', 'B', 'A', None, None, 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'A', 'A']
['A', 'B', 'A', 'A', 'A', 'B', 'B', 'C', 'A', 'A', 'B', 'B', 'D', 'B', 'B', 'D', 'D', 'B', 'A', 'D']
['B', 'D', 'D', 'D', 'C', 'B', 'D', 'C', 'B', 'B', 'D', 'C', 'D', 'A', 'C', None, 'D', 'D', 'A', 'B']
['D', 'D', 'E', 'A', 'D', 'E', 'A', 'C', 'D', 'E', 'D', 'E', 'A', 'B', 'A', 'B', 'D', None, 'D', 'B']
['B', 'B', 'C', 'D', None, 'A', 'D', 'B', 'D', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'C', 'B']
['C', 'E', 'B', 'D', 'E', 'E', 'A', 'E', 'D', 'E', None, 'D', 'A', 'D', 'D', None, 'E', 'A', 'E', 'A']
['A', 'B', 'C', 'B', 'B', 'A', 'B', 'E', 'B', 'B', 'B', 'B', 'B', 'E', 'B', 'A', 'D', 'A', 'C', 'C']
['D', 'D', 'E', 'D', 'E', 'D', 'D', 'B', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'A', 'B', 'E', 'D', 'D']
['C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'D', 'C', 'E', None, 'C', 'B', 'C', 'C']
[None, 'A', 'E', 'A', 'A', 'C', 'E', 'E', 'B', 'A', 'E', 'A', 'E', None, 'D', 'A', 'E', 'A', 'E', 'E']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'D', 'D', 'A', 'B', 'B', 'A', 'C', 'D', 'A', None, 'A']
['D', 'D', 'D', 'D', 'C', 'A', 'D', 'D', 'D', 'D', 'D', None, 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['B', 'A', None, 'A', 'C', 'D', 'A', 'E', 'A', 'A', 'B', 'C', 'C', 'A', 'C', 'B', 'B', 'A', 'A', 'B']
['A', 'A', 'C', 'D', 'A', 'A', 'B', 'A', 'C', 'A', 'C', 'B', 'B', None, 'C', 'A', 'D', 'B', 'A', 'C']
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'C', 'A', 'B', 'B', 'C', 'C', 'C', 'B', 'C', 'C']
['A', 'A', 'B', 'C', 'B', 'B', 'D', 'E', 'C', 'B', 'D', 'A', 'A', 'C', 'B', 'C', 'D', 'B', 'B', 'C']
['A', 'C', 'A', 'C', 'B', 'A', 'A', 'D', 'B', 'B', 'B', 'B', 'C', 'C', 'A', 'C', 'C', 'B', 'C', 'A']
['D', 'A', 'A', 'A', 'D', 'D', 'D', 'B', 'B', 'B', 'E', 'B', 'D', 'E', 'A', 'D', 'A', 'B', 'B', 'E']
['D', 'B', 'B', 'E', 'A', 'A', 'B', 'D', 'B', 'D', 'D', 'D', 'C', None, 'D', 'E', 'D', 'D', 'B', 'D']
['B', 'E', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'A', 'D', 'D', 'D', 'B', 'D', 'B', 'D', 'D', 'A']
['B', 'B', 'B', 'E', 'A', 'B', 'B', 'C', 'B', 'C', None, 'C', 'A', 'E', 'B', 'D', 'B', 'E', 'B', 'C']
['A', 'B', 'E', 'E', 'A', 'E', 'C', 'A', 'C', 'C', 'B', 'E', 'A', 'A', 'A', 'A', 'E', 'A', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'B', 'B', None, None, 'A', 'E', 'B', 'B', 'C', 'C', 'B', 'B', 'B', 'B', 'A', 'B', 'A', 'C', 'D']
['C', 'A', 'D', 'A', None, 'B', 'B', 'B', 'B', 'D', None, 'A', 'C', 'B', 'B', 'C', 'A', 'D', 'B', 'A']
['A', 'C', 'D', 'B', 'B', 'D', 'C', 'B', 'B', 'D', 'B', 'B', 'D', 'C', 'D', 'D', 'C', 'D', 'D', 'A']
['C', 'D', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'C', 'C', 'D', 'C', 'A', 'C', None, 'A', 'C', 'C', 'C']
['E', 'B', 'C', 'B', 'C', 'C', 'B', 'C', 'C', 'B', 'B', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'C', 'C']
['D', 'A', 'E', 'E', 'D', 'D', 'A', 'D', 'B', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'B', 'A', 'D', 'A']
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C']
['E', 'E', 'E', 'B', 'C', 'A', 'E', 'E', 'A', 'E', 'E', 'E', None, 'A', 'E', 'E', 'E', 'E', 'E', 'E']
['A', 'D', 'D', 'D', 'D', 'A', 'D', 'E', 'A', 'B', 'D', 'D', 'D', 'D', 'A', 'B', 'A', 'D', 'E', 'D']
['A', 'C', 'A', 'C', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'A', 'B', 'A', 'A', 'C', 'B', 'C', 'C']
['A', 'D', 'C', 'B', 'A', 'A', 'D', 'D', 'A', 'A', 'B', None, 'D', 'A', 'A', 'A', 'C', 'A', 'D', 'A']
['A', 'A', 'D', 'B', 'B', 'E', 'A', 'B', 'B', 'A', 'A', 'A', 'D', 'D', 'A', 'C', None, None, 'D', 'D']
['C', 'A', 'D', 'E', 'C', 'B', 'C', 'A', 'B', 'E', None, 'C', 'B', 'A', None, 'B', 'C', 'A', 'D', 'A']
['C', None, 'A', 'D', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'C', 'E', 'B', 'A', 'B', 'E', None, 'C', 'A']
['A', 'B', 'A', 'A', 'B', 'C', 'C', None, 'A', None, 'B', 'B', 'B', 'B', 'A', 'A', 'C', 'A', 'E', 'C']
['B', 'D', 'C', 'E', 'A', 'A', 'A', 'C', 'C', 'B', 'A', 'B', 'C', 'A', 'B', 'B', 'A', 'A', 'D', 'A']
['C', 'A', 'B', 'A', 'E', 'A', 'A', 'A', 'A', 'A', 'B', 'C', 'C', 'B', 'E', 'A', 'B', 'C', 'E', 'C']
['A', 'C', 'A', 'E', 'D', 'B', 'B', 'B', 'C', 'B', 'C', 'B', 'B', 'E', 'E', 'E', 'B', 'B', 'A', 'C']
['D', 'B', None, 'B', 'B', None, 'A', 'C', 'C', 'B', 'B', 'C', None, 'D', 'D', 'C', 'E', 'A', None, 'A']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', None, 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['C', 'C', 'D', 'C', 'E', 'B', 'A', 'B', 'C', 'E', 'B', 'C', 'C', 'C', 'E', 'D', 'C', 'B', 'C', 'C']
['D', 'D', 'D', None, 'B', 'D', 'C', 'D', 'A', 'D', 'D', 'E', 'E', 'C', 'E', 'D', 'D', 'D', 'C', 'C']
['B', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'E', 'A', None, 'D', 'E', 'E', 'C', 'C', 'A', 'B', 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'D', 'E', 'D', 'B', 'D', 'B', 'C', 'B', 'B', 'B', 'A', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'D', 'C', 'C', 'C', 'C', 'C']
['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B']
['D', 'D', 'A', 'D', 'A', 'D', 'D', 'C', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'A', 'A', 'E', 'D', 'D']
['D', 'B', 'A', 'B', 'A', 'D', 'A', 'C', 'C', 'B', 'A', 'B', 'B', 'B', 'E', 'A', 'B', 'B', 'A', 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['E', 'C', 'A', 'C', 'E', 'C', 'E', 'D', 'E', 'C', 'C', 'D', 'A', 'E', 'E', 'E', 'C', 'C', 'E', 'D']
['A', 'C', 'B', 'B', 'B', 'B', 'B', 'B', None, 'B', 'B', 'E', 'A', None, 'D', 'C', 'B', 'A', 'B', 'B']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'E', 'E', 'C', 'C', 'C', 'C', None, 'C', 'C', 'A', 'C']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', None, 'C']
['C', 'B', 'B', 'E', 'A', None, 'C', 'D', None, 'D', 'A', 'C', 'A', 'E', 'A', 'B', 'C', 'E', 'A', 'B']
['A', 'D', 'A', 'A', 'B', 'A', 'C', 'A', 'D', None, 'B', 'A', 'B', 'D', 'E', 'B', None, 'A', 'D', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', None, 'B', 'C', 'B']
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', None]
['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['B', 'B', 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'C', 'B']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'D', 'E', 'E', 'E', 'E', 'B', 'E', None, 'D', 'E', 'E', 'E', 'E']
['B', 'A', 'B', 'B', 'E', 'B', 'E', 'B', 'C', 'B', 'A', 'D', 'A', 'C', 'E', 'C', 'E', 'A', 'B', 'D']
['D', 'D', 'A', 'B', 'D', 'D', 'B', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['B', 'A', 'B', 'B', 'A', 'C', 'B', 'A', 'A', 'A', 'A', 'A', 'D', 'B', 'D', 'B', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'C', 'C', 'B', None]
['A', 'B', 'B', 'A', 'C', 'A', 'C', 'B', 'E', 'E', 'E', 'A', None, 'E', 'B', 'E', 'C', 'E', 'E', 'B']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['C', 'D', 'C', 'C', 'A', 'A', 'A', 'B', 'B', 'D', 'E', 'B', 'C', 'C', 'C', 'B', 'C', 'A', 'E', 'C']
['E', 'E', 'E', 'A', 'E', 'E', 'A', 'E', 'E', 'C', 'E', 'B', 'E', 'B', 'E', 'A', 'A', 'A', 'E', 'A']
['C', 'A', 'E', 'A', 'C', 'E', 'D', 'A', 'B', 'B', 'C', 'E', 'E', 'B', 'C', 'D', 'C', 'C', 'C', 'E']
['B', 'B', 'D', 'D', 'C', 'E', 'A', 'A', 'B', 'E', 'B', 'B', 'E', 'C', 'D', 'B', 'B', 'C', 'B', 'D']
['C', 'B', 'C', 'B', 'E', 'D', 'B', 'E', None, 'A', 'C', 'A', 'A', 'D', 'A', 'D', 'A', 'B', 'B', 'E']
['D', 'C', 'D', 'C', None, 'B', 'A', 'D', 'C', 'B', 'A', None, 'A', 'B', 'D', 'B', 'C', 'C', 'C', 'A']
['E', 'E', 'D', 'D', 'E', 'E', 'E', 'D', 'E', 'E', 'E', 'E', None, 'E', 'E', 'D', 'E', 'B', 'E', 'E']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['C', 'C', 'E', 'C', 'C', 'E', 'E', 'C', 'E', 'C', 'E', 'C', None, 'E', 'E', 'C', 'C', 'E', 'E', 'E']
['D', 'A', 'D', 'D', 'D', 'A', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'A']
['B', 'A', 'B', 'B', 'C', 'C', 'A', 'B', 'B', 'B', 'C', 'A', 'B', 'B', 'B', 'C', 'B', 'E', 'E', 'B']
['C', 'B', 'B', 'B', 'E', None, 'B', 'D', 'A', 'C', 'B', 'E', 'B', 'E', 'A', 'C', 'C', 'E', None, 'A']
['B', 'A', 'E', 'B', 'E', 'C', 'D', 'E', 'B', 'B', 'B', 'B', 'B', 'A', 'C', 'B', 'A', 'B', 'E', 'A']
['B', 'B', 'D', 'D', 'D', 'D', 'D', 'E', 'A', 'E', 'E', None, 'B', 'B', 'C', 'B', 'A', 'E', 'D', 'C']
['B', 'A', 'C', 'B', 'E', None, 'B', None, None, 'D', 'A', 'B', 'B', 'A', 'D', 'B', 'C', 'A', 'A', 'A']
['E', 'E', 'B', None, 'E', 'C', 'C', 'C', 'B', 'C', 'A', 'C', 'B', 'D', 'E', 'B', 'D', 'E', 'E', 'B']
['B', 'C', 'C', 'B', 'C', 'D', 'B', 'C', 'E', 'C', 'B', 'D', 'C', 'C', 'B', 'C', 'E', 'B', 'D', 'C']
['E', 'B', 'B', 'C', 'A', 'C', 'E', 'C', 'A', None, 'B', 'E', 'B', 'D', 'A', 'C', 'D', 'B', 'B', 'D']
['C', 'B', 'E', 'D', 'B', 'A', 'D', 'E', 'B', 'C', 'C', 'C', 'C', 'A', 'B', None, 'A', 'C', 'D', 'E']
['B', 'B', 'C', 'A', 'B', 'A', 'D', 'B', 'C', 'A', 'B', 'B', 'C', 'B', 'C', 'B', 'B', 'D', 'E', 'C']
['B', 'D', 'D', 'A', 'B', 'D', None, 'E', 'C', 'A', 'A', 'E', 'A', 'B', 'C', 'C', 'C', 'E', 'D', 'D']
['B', 'B', 'C', 'B', 'A', 'D', 'B', 'B', 'B', 'C', 'D', 'D', 'D', 'D', 'B', 'D', 'B', 'D', 'B', 'D']
['A', 'D', 'D', 'B', 'D', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'B', 'D', 'A']
['D', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'B', 'C', 'B', 'D', 'B', 'E', 'D', 'A', 'E', 'B', 'D', 'A']
['C', 'B', 'B', None, 'C', 'A', 'A', 'B', 'B', 'C', 'C', 'C', 'A', 'A', 'A', 'E', 'C', 'D', 'B', 'D']
['A', 'C', 'C', 'A', 'A', 'E', 'A', 'E', None, 'E', 'A', 'C', 'A', 'D', 'E', 'D', 'E', 'A', 'A', 'A']
['B', None, 'C', 'C', None, 'E', 'B', 'C', 'C', 'C', None, 'A', 'C', 'E', 'C', 'E', 'A', 'C', 'C', 'D']
['B', 'A', 'C', 'B', 'B', 'A', 'B', 'C', 'A', 'D', 'D', 'B', 'A', 'C', 'A', 'C', 'B', 'A', None, 'A']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'D']
['C', 'A', 'C', 'E', None, 'A', 'D', 'B', 'A', 'E', 'D', 'E', 'C', 'C', 'E', 'A', 'E', 'A', None, 'B']
['C', 'D', 'A', 'D', 'D', 'D', 'A', None, 'D', 'A', 'D', 'C', 'A', 'A', 'D', 'D', 'A', 'D', 'D', 'A']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A']
['E', 'E', 'D', 'A', 'B', 'E', 'E', 'E', 'B', 'E', 'E', 'D', 'E', 'E', 'A', 'E', 'E', 'E', 'B', 'A']
['D', None, 'B', 'A', 'A', 'A', 'A', 'B', 'A', 'D', 'A', 'D', 'D', 'A', 'A', 'A', 'A', 'A', 'C', 'A']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
['E', 'E', 'C', 'D', 'C', 'E', 'A', 'E', 'A', 'A', 'B', 'E', 'A', 'A', 'C', 'C', 'E', 'E', 'E', 'A']
['B', 'B', 'B', 'C', 'D', 'D', 'C', 'B', 'B', 'D', 'D', 'C', 'B', 'C', 'B', 'C', 'B', None, 'C', 'C']
['E', 'E', 'E', 'E', 'A', 'E', 'E', 'E', 'A', 'E', 'A', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'C']
['B', 'B', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'B']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['B', 'A', 'E', 'C', 'E', 'E', 'D', 'B', 'E', 'C', 'B', 'B', 'A', 'C', None, 'D', 'D', 'A', 'D', 'C']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'D', 'A', 'D', 'E', 'D', 'B', 'D', 'E']
['A', 'E', 'B', 'C', 'C', 'C', 'A', 'E', 'B', 'B', 'C', 'B', 'C', 'B', 'C', 'C', 'E', 'B', 'C', 'B']
['B', 'D', 'B', 'A', 'C', 'D', 'C', 'A', 'C', None, 'E', 'B', 'B', 'D', 'D', 'B', 'C', 'D', 'B', 'E']
['E', 'A', 'B', 'E', 'D', 'A', 'B', 'A', 'C', 'B', 'B', 'B', 'E', 'C', 'C', 'A', 'D', 'B', 'A', None]
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
[None, 'A', 'A', None, None, 'A', None, None, None, None, None, None, 'A', None, 'A', None, 'A', None, None, None]
['A', 'C', 'D', 'B', 'C', 'D', 'B', 'C', 'B', 'B', 'D', 'D', 'E', 'C', 'B', 'B', 'B', 'B', 'A', 'B']
['E', 'A', 'E', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'E', 'C', 'B', 'C', 'A', 'A', 'E', 'A']
['A', 'E', 'A', 'B', 'B', 'A', 'B', 'A', None, 'B', 'A', 'C', 'A', 'A', 'C', 'A', 'E', 'E', 'D', 'A']
['B', 'D', 'B', 'E', None, 'A', 'A', 'B', 'B', 'B', None, 'A', 'A', 'B', 'D', None, 'C', 'D', 'C', 'A']
['B', 'A', 'B', 'D', None, 'D', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'D', 'A', 'D', 'D', 'D', 'B', 'E']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']
[None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', None, 'E', 'E', 'E']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['A', 'D', 'E', 'B', 'E', 'C', 'A', 'C', 'A', 'E', 'C', 'C', 'C', 'E', None, 'E', 'E', 'E', 'C', 'D']
['B', 'C', 'B', 'C', 'E', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'B', 'B', 'B', 'B']
['B', 'B', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', None, 'D', 'D', 'E', 'D', None, 'D', 'D', 'D', 'D', 'D']
['E', 'D', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', None, 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['D', 'A', 'C', 'D', 'D', 'D', None, 'A', 'D', 'A', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'A', 'D', 'A']
['A', None, 'A', 'B', 'A', 'A', 'A', 'D', 'B', 'A', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'B', 'A', 'E']
['C', 'A', 'E', 'A', 'A', 'A', 'A', 'C', 'B', 'E', 'E', 'A', 'B', 'B', 'B', 'B', 'B', 'E', 'D', 'B']
['B', None, 'D', 'A', 'A', 'B', 'B', 'C', 'B', 'A', 'B', None, 'C', 'A', 'C', 'B', 'D', None, 'A', 'A']
['E', 'C', 'A', 'A', 'B', 'E', 'C', 'B', 'A', 'D', 'A', 'D', 'C', 'A', 'C', 'A', 'C', 'B', 'B', 'D']
['A', 'E', 'D', 'D', 'D', 'A', 'B', 'A', 'D', 'A', 'D', 'A', 'C', 'E', 'D', 'E', 'A', 'D', 'D', 'A']
['D', 'B', 'B', None, 'B', None, 'B', 'B', 'C', 'C', None, 'C', 'B', 'A', 'B', 'A', 'D', 'D', 'B', 'A']
['C', 'D', 'B', 'B', 'B', 'C', None, 'C', 'E', 'C', 'A', 'C', 'E', 'C', 'A', 'E', 'C', 'E', 'D', 'B']
['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']
['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']
['B', 'D', 'D', 'D', 'D', 'A', 'D', 'D', 'D', 'D', 'E', 'D', 'E', 'D', 'A', 'D', 'D', 'D', 'D', 'D']
['B', 'A', None, 'E', 'B', 'B', 'B', None, 'E', 'E', 'E', 'E', 'E', 'E', 'B', 'B', 'E', 'D', 'B', 'E']
['B', 'B', 'C', 'E', 'D', 'B', 'E', 'B', 'D', 'B', 'B', 'B', 'A', 'D', 'A', 'B', 'B', 'B', 'A', 'D']
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', None, 'B']
['D', 'D', 'C', 'D', 'C', 'E', 'D', 'D', 'C', 'E', 'D', 'C', 'A', 'D', 'D', 'C', 'D', 'D', 'D', 'D']
['E', 'E', 'E', 'E', 'C', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'D', 'C', 'E', 'E', 'E', 'E', 'E']
['C', 'D', None, 'C', 'D', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'E', 'A', 'A', 'A', 'A', 'A', 'A', None, 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A']
['D', 'B', 'D', 'B', None, 'B', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D']
